claim_id,claim_family_id,claim_level,claim_type,dataset,cohort,feature_space,feature_family,pipeline,atlas,target,covariates,n_samples,n_features,roi,hemisphere,roi_group,anatomical_group,network,network_7_like,lobe,direction,evidence_metric,evidence_value,coefficient,t_value,p_value,q_value,claim_text,short_claim_text,criteria_passed,status,n_evaluation_pairs,best_overall_label,worst_overall_label,any_stable_and_transferable,any_fragile,max_evidence_spearman,median_evidence_spearman,min_support_jaccard,median_support_jaccard,best_transfer_label,max_auc_oriented,max_abs_transfer_corr,related_experiment_ids,high_concordance_fragile_support,stability_label,transfer_label,overall_label,evidence_spearman,support_jaccard,direction_retention_source_support,transfer_auc_oriented,transfer_spearman_corr,target_type,evaluation_category,feature_family_group,dataset_group,dedup_key,selection_score,selection_reason,review_priority,review_set,overlaps_llm_extended
AIBL_BASELINE_FS8_CORTICAL_VOLUME_DX_CN_AD_266a22fefe_atomic_roi_lh_bankssts,AIBL_BASELINE_FS8_CORTICAL_VOLUME_DX_CN_AD_266a22fefe,atomic_roi,diagnosis_contrast,AIBL_baseline,pooled,fs8_cortical_volume,volume,freesurfer8,cortical_regions,diagnosis_binary_ad_cn,age; sex,1104,68,lh_bankssts,LH,temporal,temporal,,,temporal,lower,t,-8.33174922569193,-0.6772434601194987,-8.33174922569193,2.3515847218445173e-16,8.883764504745954e-16,"AD is associated with lower lh_bankssts cortical regional volume compared with CN, after adjustment for age, sex.","AD is associated with lower lh_bankssts cortical regional volume compared with CN, after adjustment for age, sex.",True,supported,2,stable_and_transferable,stable_not_transferable,True,False,0.8747184792151772,0.7873592396075886,0.8181818181818182,0.9090909090909092,strong,0.7794241284915825,,E1_ADNI_TO_AIBL_VOLUME_TRANSFER; E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,False,stable,strong,stable_and_transferable,0.8747184792151772,0.8181818181818182,1.0,0.7794241284915825,,diagnosis_or_cdr,stable_and_transferable,volume,AIBL_baseline,atomic roi|diagnosis contrast|diagnosis binary ad cn|volume|lh bankssts|lower|ad is associated with lower lh bankssts cortical regional volume compared with cn after adjustment for age sex,7,reserve_nonoverlap,11,reserve,False
AIBL_BASELINE_FS8_CORTICAL_VOLUME_DX_CN_AD_266a22fefe_atomic_roi_lh_supramarginal,AIBL_BASELINE_FS8_CORTICAL_VOLUME_DX_CN_AD_266a22fefe,atomic_roi,diagnosis_contrast,AIBL_baseline,pooled,fs8_cortical_volume,volume,freesurfer8,cortical_regions,diagnosis_binary_ad_cn,age; sex,1104,68,lh_supramarginal,LH,parietal,parietal,,,parietal,lower,t,-8.358195609680761,-0.6679928837006354,-8.358195609680761,1.9053216915732603e-16,7.621286766293042e-16,"AD is associated with lower lh_supramarginal cortical regional volume compared with CN, after adjustment for age, sex.","AD is associated with lower lh_supramarginal cortical regional volume compared with CN, after adjustment for age, sex.",True,supported,2,stable_and_transferable,stable_not_transferable,True,False,0.8747184792151772,0.7873592396075886,0.8181818181818182,0.9090909090909092,strong,0.7794241284915825,,E1_ADNI_TO_AIBL_VOLUME_TRANSFER; E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,False,stable,strong,stable_and_transferable,0.8747184792151772,0.8181818181818182,1.0,0.7794241284915825,,diagnosis_or_cdr,stable_and_transferable,volume,AIBL_baseline,atomic roi|diagnosis contrast|diagnosis binary ad cn|volume|lh supramarginal|lower|ad is associated with lower lh supramarginal cortical regional volume compared with cn after adjustment for age sex,7,reserve_nonoverlap,12,reserve,False
OASIS1_BASELINE_FS8_SUBCORTICAL_VOLUME_CDR_IMPAIRMENT_38946d7d18_atomic_roi_Left-Inf-Lat-Vent,OASIS1_BASELINE_FS8_SUBCORTICAL_VOLUME_CDR_IMPAIRMENT_38946d7d18,atomic_roi,cdr_impairment_contrast,OASIS1_baseline,pooled,fs8_subcortical_volume,volume,freesurfer8,subcortical,diagnosis_binary_impairment_cdr,age; sex; education,235,64,Left-Inf-Lat-Vent,LH,ventricle_csf,ventricle_csf,,,,higher,t,5.833086353481644,0.681609919593955,5.833086353481644,1.8332364335280087e-08,1.943230619539689e-07,"CDR-defined cognitive impairment is associated with higher Left-Inf-Lat-Vent subcortical volume compared with CDR 0, after adjustment for age, sex, education.","CDR-defined cognitive impairment is associated with higher Left-Inf-Lat-Vent subcortical volume compared with CDR 0, after adjustment for age, sex, education.",True,supported,2,stable_and_transferable,insufficient,True,False,0.8906627963231737,0.8906627963231737,0.8181818181818182,0.8181818181818182,strong,0.7974074074074075,,E2_ADNI_TO_OASIS_VOLUME_TRANSFER; E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,False,stable,strong,stable_and_transferable,0.8906627963231737,0.8181818181818182,1.0,0.7974074074074075,,diagnosis_or_cdr,stable_and_transferable,volume,OASIS1_baseline,atomic roi|cdr impairment contrast|diagnosis binary impairment cdr|volume|left inf lat vent|higher|cdr defined cognitive impairment is associated with higher left inf lat vent subcortical volume compared with cdr 0 after adjustment for age sex education,7,reserve_nonoverlap,13,reserve,False
AIBL_BASELINE_FS8_CORTICAL_VOLUME_MMSE_4d9e944bc0_atomic_roi_rh_entorhinal,AIBL_BASELINE_FS8_CORTICAL_VOLUME_MMSE_4d9e944bc0,atomic_roi,mmse_association,AIBL_baseline,pooled,fs8_cortical_volume,volume,freesurfer8,cortical_regions,mmse,age; sex,1291,68,rh_entorhinal,RH,temporal,temporal,,,temporal,higher,t,10.453025051188064,0.2665832216648862,10.453025051188064,1.3303862599413536e-24,7.006367096779934e-24,"Higher MMSE is associated with higher rh_entorhinal cortical regional volume, after adjustment for age, sex.","Higher MMSE is associated with higher rh_entorhinal cortical regional volume, after adjustment for age, sex.",True,supported,2,stable_and_transferable,stable_not_transferable,True,False,0.9082337672252546,0.8041168836126273,0.6666666666666666,0.8333333333333333,moderate,,0.2978303970666699,E1_ADNI_TO_AIBL_VOLUME_TRANSFER; E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,False,stable,moderate,stable_and_transferable,0.9082337672252546,0.6666666666666666,1.0,,0.2978303970666699,mmse,stable_and_transferable,volume,AIBL_baseline,atomic roi|mmse association|mmse|volume|rh entorhinal|higher|higher mmse is associated with higher rh entorhinal cortical regional volume after adjustment for age sex,7,reserve_nonoverlap,14,reserve,False
OASIS1_BASELINE_FS8_CORTICAL_VOLUME_CDR_IMPAIRMENT_9a4bc2fb06_atomic_roi_lh_superiorparietal,OASIS1_BASELINE_FS8_CORTICAL_VOLUME_CDR_IMPAIRMENT_9a4bc2fb06,atomic_roi,cdr_impairment_contrast,OASIS1_baseline,pooled,fs8_cortical_volume,volume,freesurfer8,cortical_regions,diagnosis_binary_impairment_cdr,age; sex; education,235,68,lh_superiorparietal,LH,parietal,parietal,,,parietal,lower,t,-2.919965933072232,-0.3814053965225891,-2.919965933072232,0.0038487281614991,0.0130856757490971,"CDR-defined cognitive impairment is associated with lower lh_superiorparietal cortical regional volume compared with CDR 0, after adjustment for age, sex, education.","CDR-defined cognitive impairment is associated with lower lh_superiorparietal cortical regional volume compared with CDR 0, after adjustment for age, sex, education.",True,supported,2,stable_and_transferable,insufficient,True,False,0.793335114707791,0.6466675573538954,0.7391304347826086,0.8695652173913043,moderate,0.6854814814814815,,E2_ADNI_TO_OASIS_VOLUME_TRANSFER; E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,False,stable,moderate,stable_and_transferable,0.793335114707791,0.7391304347826086,1.0,0.6854814814814815,,diagnosis_or_cdr,stable_and_transferable,volume,OASIS1_baseline,atomic roi|cdr impairment contrast|diagnosis binary impairment cdr|volume|lh superiorparietal|lower|cdr defined cognitive impairment is associated with lower lh superiorparietal cortical regional volume compared with cdr 0 after adjustment for age sex educatio,7,reserve_nonoverlap,15,reserve,False
AIBL_BASELINE_FS8_SUBCORTICAL_VOLUME_DX_CN_AD_c7233d1166_atomic_roi_CC_Central,AIBL_BASELINE_FS8_SUBCORTICAL_VOLUME_DX_CN_AD_c7233d1166,atomic_roi,diagnosis_contrast,AIBL_baseline,pooled,fs8_subcortical_volume,volume,freesurfer8,subcortical,diagnosis_binary_ad_cn,age; sex,1104,64,CC_Central,,corpus_callosum,corpus_callosum,,,,lower,t,-9.01868314940348,-0.7298558752172541,-9.01868314940348,8.279832525673715e-19,3.7850662974508415e-18,"AD is associated with lower CC_Central subcortical volume compared with CN, after adjustment for age, sex.","AD is associated with lower CC_Central subcortical volume compared with CN, after adjustment for age, sex.",True,supported,2,stable_and_transferable,insufficient,True,False,0.9809940174873448,0.9809940174873448,0.9047619047619048,0.9047619047619048,strong,0.8837495544091634,,E1_ADNI_TO_AIBL_VOLUME_TRANSFER; E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,False,stable,strong,stable_and_transferable,0.9809940174873448,0.9047619047619048,1.0,0.8837495544091634,,diagnosis_or_cdr,stable_and_transferable,volume,AIBL_baseline,atomic roi|diagnosis contrast|diagnosis binary ad cn|volume|cc central|lower|ad is associated with lower cc central subcortical volume compared with cn after adjustment for age sex,7,reserve_nonoverlap,16,reserve,False
AIBL_BASELINE_FS8_SUBCORTICAL_VOLUME_DX_CN_MCI_2efad00881_atomic_roi_Right-Inf-Lat-Vent,AIBL_BASELINE_FS8_SUBCORTICAL_VOLUME_DX_CN_MCI_2efad00881,atomic_roi,diagnosis_contrast,AIBL_baseline,pooled,fs8_subcortical_volume,volume,freesurfer8,subcortical,diagnosis_binary_mci_cn,age; sex,1131,64,Right-Inf-Lat-Vent,RH,ventricle_csf,ventricle_csf,,,,higher,t,9.56983313465494,0.661920960327339,9.56983313465494,6.51603167361521e-21,2.0851301355568678e-19,"MCI is associated with higher Right-Inf-Lat-Vent subcortical volume compared with CN, after adjustment for age, sex.","MCI is associated with higher Right-Inf-Lat-Vent subcortical volume compared with CN, after adjustment for age, sex.",True,supported,2,stable_and_transferable,insufficient,True,False,0.8654855039116431,0.8654855039116431,0.6,0.6,moderate,0.6571208851751527,,E1_ADNI_TO_AIBL_VOLUME_TRANSFER; E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,False,stable,moderate,stable_and_transferable,0.8654855039116431,0.6,1.0,0.6571208851751527,,diagnosis_or_cdr,stable_and_transferable,volume,AIBL_baseline,atomic roi|diagnosis contrast|diagnosis binary mci cn|volume|right inf lat vent|higher|mci is associated with higher right inf lat vent subcortical volume compared with cn after adjustment for age sex,7,reserve_nonoverlap,17,reserve,False
OASIS1_BASELINE_FS8_CORTICAL_VOLUME_CDR_IMPAIRMENT_9a4bc2fb06_group_summary_parietal,OASIS1_BASELINE_FS8_CORTICAL_VOLUME_CDR_IMPAIRMENT_9a4bc2fb06,group_summary,group_enrichment,OASIS1_baseline,pooled,fs8_cortical_volume,volume,freesurfer8,cortical_regions,diagnosis_binary_impairment_cdr,age; sex; education,235,68,,,parietal,parietal,,,parietal,lower,mean_abs_t,3.027685299568157,-0.3829685405339548,,,,"CDR-defined impairment effects are concentrated in parietal regions, where 6/10 regions meet support criteria.","CDR-defined impairment effects are concentrated in parietal regions, where 6/10 regions meet support criteria.",True,supported,2,stable_and_transferable,insufficient,True,False,0.793335114707791,0.6466675573538954,0.7391304347826086,0.8695652173913043,moderate,0.6854814814814815,,E2_ADNI_TO_OASIS_VOLUME_TRANSFER; E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,False,stable,moderate,stable_and_transferable,0.793335114707791,0.7391304347826086,1.0,0.6854814814814815,,diagnosis_or_cdr,stable_and_transferable,volume,OASIS1_baseline,group summary|group enrichment|diagnosis binary impairment cdr|volume|nan|lower|cdr defined impairment effects are concentrated in parietal regions where 6 10 regions meet support criteria,7,reserve_nonoverlap,18,reserve,False
AIBL_BASELINE_FS8_CORTICAL_VOLUME_DX_CN_AD_266a22fefe_atomic_roi_lh_isthmuscingulate,AIBL_BASELINE_FS8_CORTICAL_VOLUME_DX_CN_AD_266a22fefe,atomic_roi,diagnosis_contrast,AIBL_baseline,pooled,fs8_cortical_volume,volume,freesurfer8,cortical_regions,diagnosis_binary_ad_cn,age; sex,1104,68,lh_isthmuscingulate,LH,cingulate,cingulate,,,cingulate,lower,t,-7.856636351864636,-0.5955710894047258,-7.856636351864636,9.35006563968133e-15,2.649185264576377e-14,"AD is associated with lower lh_isthmuscingulate cortical regional volume compared with CN, after adjustment for age, sex.","AD is associated with lower lh_isthmuscingulate cortical regional volume compared with CN, after adjustment for age, sex.",True,supported,2,stable_and_transferable,stable_not_transferable,True,False,0.8747184792151772,0.7873592396075886,0.8181818181818182,0.9090909090909092,strong,0.7794241284915825,,E1_ADNI_TO_AIBL_VOLUME_TRANSFER; E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,False,stable,strong,stable_and_transferable,0.8747184792151772,0.8181818181818182,1.0,0.7794241284915825,,diagnosis_or_cdr,stable_and_transferable,volume,AIBL_baseline,atomic roi|diagnosis contrast|diagnosis binary ad cn|volume|lh isthmuscingulate|lower|ad is associated with lower lh isthmuscingulate cortical regional volume compared with cn after adjustment for age sex,7,reserve_nonoverlap,19,reserve,False
OASIS1_BASELINE_FS8_SUBCORTICAL_VOLUME_AGE_4afe8f975c_group_summary_medial_temporal,OASIS1_BASELINE_FS8_SUBCORTICAL_VOLUME_AGE_4afe8f975c,group_summary,group_enrichment,OASIS1_baseline,pooled,fs8_subcortical_volume,volume,freesurfer8,subcortical,age,sex; education,235,64,,,medial_temporal,medial_temporal,,,,lower,mean_abs_t,8.953400696657884,-0.4910483077666734,,,,"Age-associated effects are concentrated in medial temporal structures, where 4/4 regions meet support criteria.","Age-associated effects are concentrated in medial temporal structures, where 4/4 regions meet support criteria.",True,supported,2,stable_and_transferable,insufficient,True,False,0.905418480890179,0.905418480890179,0.6666666666666666,0.6666666666666666,strong,,0.8120652147517923,E2_ADNI_TO_OASIS_VOLUME_TRANSFER; E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,False,stable,strong,stable_and_transferable,0.905418480890179,0.6666666666666666,1.0,,0.8120652147517923,age,stable_and_transferable,volume,OASIS1_baseline,group summary|group enrichment|age|volume|nan|lower|age associated effects are concentrated in medial temporal structures where 4 4 regions meet support criteria,7,reserve_nonoverlap,20,reserve,False
