roi,coef,t,mean_z,n,hemisphere,roi_group,anatomical_group,network,lobe,group_source,network_7_like,target_group
lh_17networks_LH_DefaultA_RSC,-0.5391915511904892,-0.5391915511904892,-0.5391915511904892,100,LH,DefaultA,retrosplenial,DefaultA,cingulate,fs8_thickness_kong200_17,Default,impaired_like
lh_17networks_LH_DefaultA_TempPole,-0.7397025890435477,-0.7397025890435477,-0.7397025890435477,100,LH,DefaultA,temporal_pole,DefaultA,temporal,fs8_thickness_kong200_17,Default,impaired_like
lh_17networks_LH_DefaultA_Temp_1,-0.9424182228226531,-0.9424182228226531,-0.9424182228226531,100,LH,DefaultA,temporal,DefaultA,temporal,fs8_thickness_kong200_17,Default,impaired_like
lh_17networks_LH_DefaultA_Temp_2,-0.6202448725790481,-0.6202448725790481,-0.6202448725790481,100,LH,DefaultA,temporal,DefaultA,temporal,fs8_thickness_kong200_17,Default,impaired_like
lh_17networks_LH_DefaultA_pCun,-0.5653038263271271,-0.5653038263271271,-0.5653038263271271,100,LH,DefaultA,precuneus,DefaultA,parietal,fs8_thickness_kong200_17,Default,impaired_like
lh_17networks_LH_ContC_PCC,-0.333090906403134,-0.333090906403134,-0.333090906403134,100,LH,ContC,posterior_cingulate,ContC,cingulate,fs8_thickness_kong200_17,Cont,impaired_like
lh_17networks_LH_ContC_PFCl,-0.6185035756026976,-0.6185035756026976,-0.6185035756026976,100,LH,ContC,prefrontal,ContC,frontal,fs8_thickness_kong200_17,Cont,impaired_like
lh_17networks_LH_ContC_PFCm,-0.2730491424859689,-0.2730491424859689,-0.2730491424859689,100,LH,ContC,prefrontal,ContC,frontal,fs8_thickness_kong200_17,Cont,impaired_like
lh_17networks_LH_ContC_pCun,-0.21980598444444763,-0.21980598444444763,-0.21980598444444763,100,LH,ContC,precuneus,ContC,parietal,fs8_thickness_kong200_17,Cont,impaired_like
lh_17networks_LH_ContB_FPole_1,-0.34371070815567456,-0.34371070815567456,-0.34371070815567456,100,LH,ContB,frontal_pole,ContB,frontal,fs8_thickness_kong200_17,Cont,impaired_like
lh_17networks_LH_ContB_FPole_2,-0.17010364399809497,-0.17010364399809497,-0.17010364399809497,100,LH,ContB,frontal_pole,ContB,frontal,fs8_thickness_kong200_17,Cont,impaired_like
lh_17networks_LH_ContB_FrMed,-0.4503614703194815,-0.4503614703194815,-0.4503614703194815,100,LH,ContB,medial_frontal,ContB,frontal,fs8_thickness_kong200_17,Cont,impaired_like
lh_17networks_LH_ContB_IPL_1,-0.9555905966502359,-0.9555905966502359,-0.9555905966502359,100,LH,ContB,inferior_parietal,ContB,parietal,fs8_thickness_kong200_17,Cont,impaired_like
lh_17networks_LH_ContB_OFC_1,-0.2448351122481837,-0.2448351122481837,-0.2448351122481837,100,LH,ContB,orbitofrontal,ContB,frontal,fs8_thickness_kong200_17,Cont,impaired_like
lh_17networks_LH_ContB_OFC_2,-0.3749097875251009,-0.3749097875251009,-0.3749097875251009,100,LH,ContB,orbitofrontal,ContB,frontal,fs8_thickness_kong200_17,Cont,impaired_like
lh_17networks_LH_ContB_PFCv,-0.24982861628757436,-0.24982861628757436,-0.24982861628757436,100,LH,ContB,prefrontal,ContB,frontal,fs8_thickness_kong200_17,Cont,impaired_like
lh_17networks_LH_ContB_Temp,-0.5088261621928748,-0.5088261621928748,-0.5088261621928748,100,LH,ContB,temporal,ContB,temporal,fs8_thickness_kong200_17,Cont,impaired_like
lh_17networks_LH_ContA_IPS_1,-0.6715332776296674,-0.6715332776296674,-0.6715332776296674,100,LH,ContA,intraparietal_sulcus,ContA,parietal,fs8_thickness_kong200_17,Cont,impaired_like
lh_17networks_LH_ContA_IPS_2,-0.499731201885208,-0.499731201885208,-0.499731201885208,100,LH,ContA,intraparietal_sulcus,ContA,parietal,fs8_thickness_kong200_17,Cont,impaired_like
lh_17networks_LH_ContA_IPS_3,-0.8111030257898416,-0.8111030257898416,-0.8111030257898416,100,LH,ContA,intraparietal_sulcus,ContA,parietal,fs8_thickness_kong200_17,Cont,impaired_like
lh_17networks_LH_ContA_PFCl_1,-0.3529730679065337,-0.3529730679065337,-0.3529730679065337,100,LH,ContA,prefrontal,ContA,frontal,fs8_thickness_kong200_17,Cont,impaired_like
lh_17networks_LH_ContA_PFCl_2,-0.7452417305910667,-0.7452417305910667,-0.7452417305910667,100,LH,ContA,prefrontal,ContA,frontal,fs8_thickness_kong200_17,Cont,impaired_like
lh_17networks_LH_ContA_PrCv,-0.541062823595745,-0.541062823595745,-0.541062823595745,100,LH,ContA,precentral,ContA,frontal,fs8_thickness_kong200_17,Cont,impaired_like
lh_17networks_LH_ContA_TempOcc,-0.5683562896493638,-0.5683562896493638,-0.5683562896493638,100,LH,ContA,temporo_occipital,ContA,temporal,fs8_thickness_kong200_17,Cont,impaired_like
lh_17networks_LH_ContA_pCun,-0.29813021117264266,-0.29813021117264266,-0.29813021117264266,100,LH,ContA,precuneus,ContA,parietal,fs8_thickness_kong200_17,Cont,impaired_like
lh_17networks_LH_Language_PFCv,-0.4208940081641896,-0.4208940081641896,-0.4208940081641896,100,LH,Language,prefrontal,Language,frontal,fs8_thickness_kong200_17,Language,impaired_like
lh_17networks_LH_Language_Temp_1,-0.7759463835114628,-0.7759463835114628,-0.7759463835114628,100,LH,Language,temporal,Language,temporal,fs8_thickness_kong200_17,Language,impaired_like
lh_17networks_LH_Language_Temp_2,-0.5607920443670523,-0.5607920443670523,-0.5607920443670523,100,LH,Language,temporal,Language,temporal,fs8_thickness_kong200_17,Language,impaired_like
lh_17networks_LH_Language_Temp_3,-0.5516749238263052,-0.5516749238263052,-0.5516749238263052,100,LH,Language,temporal,Language,temporal,fs8_thickness_kong200_17,Language,impaired_like
lh_17networks_LH_SalVenAttnB_FrMed,-0.23562456599255988,-0.23562456599255988,-0.23562456599255988,100,LH,SalVenAttnB,medial_frontal,SalVenAttnB,frontal,fs8_thickness_kong200_17,SalVentAttn,impaired_like
lh_17networks_LH_SalVenAttnB_Ins,-0.7048437894450055,-0.7048437894450055,-0.7048437894450055,100,LH,SalVenAttnB,insula,SalVenAttnB,insula,fs8_thickness_kong200_17,SalVentAttn,impaired_like
lh_17networks_LH_SalVenAttnB_PFCl,-0.5512722291760107,-0.5512722291760107,-0.5512722291760107,100,LH,SalVenAttnB,prefrontal,SalVenAttnB,frontal,fs8_thickness_kong200_17,SalVentAttn,impaired_like
lh_17networks_LH_SalVenAttnB_PrCv,-0.5328185476108076,-0.5328185476108076,-0.5328185476108076,100,LH,SalVenAttnB,precentral,SalVenAttnB,frontal,fs8_thickness_kong200_17,SalVentAttn,impaired_like
lh_17networks_LH_SalVenAttnB_Temp,-0.5550867371243977,-0.5550867371243977,-0.5550867371243977,100,LH,SalVenAttnB,temporal,SalVenAttnB,temporal,fs8_thickness_kong200_17,SalVentAttn,impaired_like
lh_17networks_LH_SalVenAttnA_FrMed_1,-0.29622394020808046,-0.29622394020808046,-0.29622394020808046,100,LH,SalVenAttnA,medial_frontal,SalVenAttnA,frontal,fs8_thickness_kong200_17,SalVentAttn,impaired_like
lh_17networks_LH_SalVenAttnA_FrMed_2,-0.3681927637665264,-0.3681927637665264,-0.3681927637665264,100,LH,SalVenAttnA,medial_frontal,SalVenAttnA,frontal,fs8_thickness_kong200_17,SalVentAttn,impaired_like
lh_17networks_LH_SalVenAttnA_IPL,-0.6017587770414273,-0.6017587770414273,-0.6017587770414273,100,LH,SalVenAttnA,inferior_parietal,SalVenAttnA,parietal,fs8_thickness_kong200_17,SalVentAttn,impaired_like
lh_17networks_LH_SalVenAttnA_Ins,-0.5837836557378805,-0.5837836557378805,-0.5837836557378805,100,LH,SalVenAttnA,insula,SalVenAttnA,insula,fs8_thickness_kong200_17,SalVentAttn,impaired_like
lh_17networks_LH_SalVenAttnA_Oper,-0.3199404051327608,-0.3199404051327608,-0.3199404051327608,100,LH,SalVenAttnA,opercular,SalVenAttnA,frontal,fs8_thickness_kong200_17,SalVentAttn,impaired_like
lh_17networks_LH_SalVenAttnA_PrCd,-0.6090712140013018,-0.6090712140013018,-0.6090712140013018,100,LH,SalVenAttnA,precentral,SalVenAttnA,frontal,fs8_thickness_kong200_17,SalVentAttn,impaired_like
lh_17networks_LH_SalVenAttnA_SPL,-0.37049942668767044,-0.37049942668767044,-0.37049942668767044,100,LH,SalVenAttnA,superior_parietal,SalVenAttnA,parietal,fs8_thickness_kong200_17,SalVentAttn,impaired_like
lh_17networks_LH_SalVenAttnA_ST,-0.7392341405581057,-0.7392341405581057,-0.7392341405581057,100,LH,SalVenAttnA,auditory_superior_temporal,SalVenAttnA,temporal,fs8_thickness_kong200_17,SalVentAttn,impaired_like
lh_17networks_LH_DorsAttnB_PostC_1,-0.6973179445953736,-0.6973179445953736,-0.6973179445953736,100,LH,DorsAttnB,postcentral,DorsAttnB,parietal,fs8_thickness_kong200_17,DorsAttn,impaired_like
lh_17networks_LH_DorsAttnB_PostC_2,-0.8146722239455388,-0.8146722239455388,-0.8146722239455388,100,LH,DorsAttnB,postcentral,DorsAttnB,parietal,fs8_thickness_kong200_17,DorsAttn,impaired_like
lh_17networks_LH_DorsAttnB_PrCd,-0.5039712865643048,-0.5039712865643048,-0.5039712865643048,100,LH,DorsAttnB,precentral,DorsAttnB,frontal,fs8_thickness_kong200_17,DorsAttn,impaired_like
lh_17networks_LH_DorsAttnB_SPL,-0.3642780110958389,-0.3642780110958389,-0.3642780110958389,100,LH,DorsAttnB,superior_parietal,DorsAttnB,parietal,fs8_thickness_kong200_17,DorsAttn,impaired_like
lh_17networks_LH_DorsAttnA_PFCd,-0.39894942566454517,-0.39894942566454517,-0.39894942566454517,100,LH,DorsAttnA,prefrontal,DorsAttnA,frontal,fs8_thickness_kong200_17,DorsAttn,impaired_like
lh_17networks_LH_DorsAttnA_SPL_1,-0.5987977563326354,-0.5987977563326354,-0.5987977563326354,100,LH,DorsAttnA,superior_parietal,DorsAttnA,parietal,fs8_thickness_kong200_17,DorsAttn,impaired_like
lh_17networks_LH_DorsAttnA_SPL_2,-0.495527906207421,-0.495527906207421,-0.495527906207421,100,LH,DorsAttnA,superior_parietal,DorsAttnA,parietal,fs8_thickness_kong200_17,DorsAttn,impaired_like
lh_17networks_LH_DorsAttnA_TempOcc,-0.4692562690469573,-0.4692562690469573,-0.4692562690469573,100,LH,DorsAttnA,temporo_occipital,DorsAttnA,temporal,fs8_thickness_kong200_17,DorsAttn,impaired_like
lh_17networks_LH_Aud_Ins,-0.6473935789730026,-0.6473935789730026,-0.6473935789730026,100,LH,Aud,insula,Aud,insula,fs8_thickness_kong200_17,Aud,impaired_like
lh_17networks_LH_Aud_ST,-0.4686538736331169,-0.4686538736331169,-0.4686538736331169,100,LH,Aud,auditory_superior_temporal,Aud,temporal,fs8_thickness_kong200_17,Aud,impaired_like
lh_17networks_LH_SomMotB_1,-0.03885380417175162,-0.03885380417175162,-0.03885380417175162,100,LH,SomMotB,unknown_subregion,SomMotB,unknown,fs8_thickness_kong200_17,SomMot,impaired_like
lh_17networks_LH_SomMotB_2,-0.0572021843211291,-0.0572021843211291,-0.0572021843211291,100,LH,SomMotB,unknown_subregion,SomMotB,unknown,fs8_thickness_kong200_17,SomMot,impaired_like
lh_17networks_LH_SomMotB_3,-0.3872813787025814,-0.3872813787025814,-0.3872813787025814,100,LH,SomMotB,unknown_subregion,SomMotB,unknown,fs8_thickness_kong200_17,SomMot,impaired_like
lh_17networks_LH_SomMotB_4,-0.22636263740850876,-0.22636263740850876,-0.22636263740850876,100,LH,SomMotB,unknown_subregion,SomMotB,unknown,fs8_thickness_kong200_17,SomMot,impaired_like
lh_17networks_LH_SomMotB_Ins,-0.4866681779937324,-0.4866681779937324,-0.4866681779937324,100,LH,SomMotB,insula,SomMotB,insula,fs8_thickness_kong200_17,SomMot,impaired_like
lh_17networks_LH_SomMotA_1,-0.24902639250728015,-0.24902639250728015,-0.24902639250728015,100,LH,SomMotA,unknown_subregion,SomMotA,unknown,fs8_thickness_kong200_17,SomMot,impaired_like
lh_17networks_LH_SomMotA_2,-0.22250086878915734,-0.22250086878915734,-0.22250086878915734,100,LH,SomMotA,unknown_subregion,SomMotA,unknown,fs8_thickness_kong200_17,SomMot,impaired_like
lh_17networks_LH_SomMotA_3,-0.1812699352460359,-0.1812699352460359,-0.1812699352460359,100,LH,SomMotA,unknown_subregion,SomMotA,unknown,fs8_thickness_kong200_17,SomMot,impaired_like
lh_17networks_LH_SomMotA_4,-0.4071636486340774,-0.4071636486340774,-0.4071636486340774,100,LH,SomMotA,unknown_subregion,SomMotA,unknown,fs8_thickness_kong200_17,SomMot,impaired_like
lh_17networks_LH_SomMotA_5,-0.29672550477377296,-0.29672550477377296,-0.29672550477377296,100,LH,SomMotA,unknown_subregion,SomMotA,unknown,fs8_thickness_kong200_17,SomMot,impaired_like
lh_17networks_LH_SomMotA_6,-0.331067455548796,-0.331067455548796,-0.331067455548796,100,LH,SomMotA,unknown_subregion,SomMotA,unknown,fs8_thickness_kong200_17,SomMot,impaired_like
lh_17networks_LH_SomMotA_7,-0.28073685811438837,-0.28073685811438837,-0.28073685811438837,100,LH,SomMotA,unknown_subregion,SomMotA,unknown,fs8_thickness_kong200_17,SomMot,impaired_like
lh_17networks_LH_SomMotA_8,-0.47201674049410103,-0.47201674049410103,-0.47201674049410103,100,LH,SomMotA,unknown_subregion,SomMotA,unknown,fs8_thickness_kong200_17,SomMot,impaired_like
lh_17networks_LH_SomMotA_9,-0.2706463579659243,-0.2706463579659243,-0.2706463579659243,100,LH,SomMotA,unknown_subregion,SomMotA,unknown,fs8_thickness_kong200_17,SomMot,impaired_like
lh_17networks_LH_SomMotA_Ins,-0.5781630958886621,-0.5781630958886621,-0.5781630958886621,100,LH,SomMotA,insula,SomMotA,insula,fs8_thickness_kong200_17,SomMot,impaired_like
lh_17networks_LH_VisualC_ExStr,0.04502956373566472,0.04502956373566472,0.04502956373566472,100,LH,VisualC,visual_occipital,VisualC,occipital,fs8_thickness_kong200_17,Vis,impaired_like
lh_17networks_LH_VisualB_ExStr,-0.30486197031362644,-0.30486197031362644,-0.30486197031362644,100,LH,VisualB,visual_occipital,VisualB,occipital,fs8_thickness_kong200_17,Vis,impaired_like
lh_17networks_LH_VisualB_ExStrInf_1,-0.18016328581829114,-0.18016328581829114,-0.18016328581829114,100,LH,VisualB,visual_occipital,VisualB,occipital,fs8_thickness_kong200_17,Vis,impaired_like
lh_17networks_LH_VisualB_ExStrInf_2,-0.33912178885656724,-0.33912178885656724,-0.33912178885656724,100,LH,VisualB,visual_occipital,VisualB,occipital,fs8_thickness_kong200_17,Vis,impaired_like
lh_17networks_LH_VisualB_ExStrSup,-0.40556007850286035,-0.40556007850286035,-0.40556007850286035,100,LH,VisualB,visual_occipital,VisualB,occipital,fs8_thickness_kong200_17,Vis,impaired_like
lh_17networks_LH_VisualB_Striate_1,-0.20359078584950788,-0.20359078584950788,-0.20359078584950788,100,LH,VisualB,visual_occipital,VisualB,occipital,fs8_thickness_kong200_17,Vis,impaired_like
lh_17networks_LH_VisualB_Striate_2,0.24209015750528504,0.24209015750528504,0.24209015750528504,100,LH,VisualB,visual_occipital,VisualB,occipital,fs8_thickness_kong200_17,Vis,impaired_like
lh_17networks_LH_VisualA_ExStr_1,-0.29748222498679294,-0.29748222498679294,-0.29748222498679294,100,LH,VisualA,visual_occipital,VisualA,occipital,fs8_thickness_kong200_17,Vis,impaired_like
lh_17networks_LH_VisualA_ExStr_2,-0.24915505191046072,-0.24915505191046072,-0.24915505191046072,100,LH,VisualA,visual_occipital,VisualA,occipital,fs8_thickness_kong200_17,Vis,impaired_like
lh_17networks_LH_VisualA_ExStr_3,-0.20352049761593743,-0.20352049761593743,-0.20352049761593743,100,LH,VisualA,visual_occipital,VisualA,occipital,fs8_thickness_kong200_17,Vis,impaired_like
lh_17networks_LH_VisualA_ExStr_4,-0.4858250967578035,-0.4858250967578035,-0.4858250967578035,100,LH,VisualA,visual_occipital,VisualA,occipital,fs8_thickness_kong200_17,Vis,impaired_like
lh_17networks_LH_VisualA_SPL,-0.4839953203391885,-0.4839953203391885,-0.4839953203391885,100,LH,VisualA,superior_parietal,VisualA,parietal,fs8_thickness_kong200_17,Vis,impaired_like
lh_17networks_LH_VisualA_TempOcc_1,-0.5181335812578998,-0.5181335812578998,-0.5181335812578998,100,LH,VisualA,temporo_occipital,VisualA,temporal,fs8_thickness_kong200_17,Vis,impaired_like
lh_17networks_LH_VisualA_TempOcc_2,-0.37066427868116514,-0.37066427868116514,-0.37066427868116514,100,LH,VisualA,temporo_occipital,VisualA,temporal,fs8_thickness_kong200_17,Vis,impaired_like
rh_Background+FreeSurfer_Defined_Medial_Wall,-0.3328400118635651,-0.3328400118635651,-0.3328400118635651,100,RH,,unknown_subregion,,unknown,fs8_thickness_kong200_17,,impaired_like
rh_17networks_RH_DefaultC_IPL,-0.4019641066959641,-0.4019641066959641,-0.4019641066959641,100,RH,DefaultC,inferior_parietal,DefaultC,parietal,fs8_thickness_kong200_17,Default,impaired_like
rh_17networks_RH_DefaultC_PHC,-0.6559181263839652,-0.6559181263839652,-0.6559181263839652,100,RH,DefaultC,parahippocampal,DefaultC,temporal,fs8_thickness_kong200_17,Default,impaired_like
rh_17networks_RH_ContC_IPL,-0.38291498509743216,-0.38291498509743216,-0.38291498509743216,100,RH,ContC,inferior_parietal,ContC,parietal,fs8_thickness_kong200_17,Cont,impaired_like
rh_17networks_RH_DefaultA_IPL_1,-0.9401224558784369,-0.9401224558784369,-0.9401224558784369,100,RH,DefaultA,inferior_parietal,DefaultA,parietal,fs8_thickness_kong200_17,Default,impaired_like
rh_17networks_RH_DefaultB_PFCd_1,-0.37193915784231024,-0.37193915784231024,-0.37193915784231024,100,RH,DefaultB,prefrontal,DefaultB,frontal,fs8_thickness_kong200_17,Default,impaired_like
rh_17networks_RH_DefaultB_PFCd_2,-0.6070297762395941,-0.6070297762395941,-0.6070297762395941,100,RH,DefaultB,prefrontal,DefaultB,frontal,fs8_thickness_kong200_17,Default,impaired_like
rh_17networks_RH_ContB_PFCl,-0.5907461467165134,-0.5907461467165134,-0.5907461467165134,100,RH,ContB,prefrontal,ContB,frontal,fs8_thickness_kong200_17,Cont,impaired_like
rh_17networks_RH_DefaultA_PFCm_3,-0.550369432340949,-0.550369432340949,-0.550369432340949,100,RH,DefaultA,prefrontal,DefaultA,frontal,fs8_thickness_kong200_17,Default,impaired_like
rh_17networks_RH_ContC_PFCv_1,-0.7060175596084507,-0.7060175596084507,-0.7060175596084507,100,RH,ContC,prefrontal,ContC,frontal,fs8_thickness_kong200_17,Cont,impaired_like
rh_17networks_RH_ContC_PFCv_2,-0.3884536900145983,-0.3884536900145983,-0.3884536900145983,100,RH,ContC,prefrontal,ContC,frontal,fs8_thickness_kong200_17,Cont,impaired_like
rh_17networks_RH_DefaultB_Temp,-0.6104408385017889,-0.6104408385017889,-0.6104408385017889,100,RH,DefaultB,temporal,DefaultB,temporal,fs8_thickness_kong200_17,Default,impaired_like
rh_17networks_RH_DefaultB_TempPole,-0.863882466161363,-0.863882466161363,-0.863882466161363,100,RH,DefaultB,temporal_pole,DefaultB,temporal,fs8_thickness_kong200_17,Default,impaired_like
rh_17networks_RH_ContB_IPL_2,-0.6136369910087763,-0.6136369910087763,-0.6136369910087763,100,RH,ContB,inferior_parietal,ContB,parietal,fs8_thickness_kong200_17,Cont,impaired_like
rh_17networks_RH_DefaultA_PCC,-0.8334331934732018,-0.8334331934732018,-0.8334331934732018,100,RH,DefaultA,posterior_cingulate,DefaultA,cingulate,fs8_thickness_kong200_17,Default,impaired_like
rh_17networks_RH_DefaultA_PFCd_1,-0.5701351970200758,-0.5701351970200758,-0.5701351970200758,100,RH,DefaultA,prefrontal,DefaultA,frontal,fs8_thickness_kong200_17,Default,impaired_like
rh_17networks_RH_ContB_PFCd,-0.6130743623196943,-0.6130743623196943,-0.6130743623196943,100,RH,ContB,prefrontal,ContB,frontal,fs8_thickness_kong200_17,Cont,impaired_like
rh_17networks_RH_DefaultB_PFCd_3,-0.3384580494687351,-0.3384580494687351,-0.3384580494687351,100,RH,DefaultB,prefrontal,DefaultB,frontal,fs8_thickness_kong200_17,Default,impaired_like
rh_17networks_RH_DefaultA_PFCm_1,-0.48955996276577673,-0.48955996276577673,-0.48955996276577673,100,RH,DefaultA,prefrontal,DefaultA,frontal,fs8_thickness_kong200_17,Default,impaired_like
rh_17networks_RH_DefaultA_PFCm_2,-0.14438441395793167,-0.14438441395793167,-0.14438441395793167,100,RH,DefaultA,prefrontal,DefaultA,frontal,fs8_thickness_kong200_17,Default,impaired_like
rh_17networks_RH_DefaultC_RSC,-0.40303904490905934,-0.40303904490905934,-0.40303904490905934,100,RH,DefaultC,retrosplenial,DefaultC,cingulate,fs8_thickness_kong200_17,Default,impaired_like
rh_17networks_RH_DefaultA_TempPole,-0.874362127942727,-0.874362127942727,-0.874362127942727,100,RH,DefaultA,temporal_pole,DefaultA,temporal,fs8_thickness_kong200_17,Default,impaired_like
rh_17networks_RH_DefaultA_Temp_1,-0.7321837624369575,-0.7321837624369575,-0.7321837624369575,100,RH,DefaultA,temporal,DefaultA,temporal,fs8_thickness_kong200_17,Default,impaired_like
rh_17networks_RH_DefaultC_Temp,-0.45260087951836975,-0.45260087951836975,-0.45260087951836975,100,RH,DefaultC,temporal,DefaultC,temporal,fs8_thickness_kong200_17,Default,impaired_like
rh_17networks_RH_DefaultA_pCun,-0.6831634025725726,-0.6831634025725726,-0.6831634025725726,100,RH,DefaultA,precuneus,DefaultA,parietal,fs8_thickness_kong200_17,Default,impaired_like
rh_17networks_RH_ContC_PCC,-0.6656583065689206,-0.6656583065689206,-0.6656583065689206,100,RH,ContC,posterior_cingulate,ContC,cingulate,fs8_thickness_kong200_17,Cont,impaired_like
rh_17networks_RH_ContC_PFCl,-0.632411316094564,-0.632411316094564,-0.632411316094564,100,RH,ContC,prefrontal,ContC,frontal,fs8_thickness_kong200_17,Cont,impaired_like
rh_17networks_RH_ContC_PFCm,-0.20028699997363883,-0.20028699997363883,-0.20028699997363883,100,RH,ContC,prefrontal,ContC,frontal,fs8_thickness_kong200_17,Cont,impaired_like
rh_17networks_RH_ContC_pCun,-0.3760776339798304,-0.3760776339798304,-0.3760776339798304,100,RH,ContC,precuneus,ContC,parietal,fs8_thickness_kong200_17,Cont,impaired_like
rh_17networks_RH_ContB_FPole_1,-0.535127734331756,-0.535127734331756,-0.535127734331756,100,RH,ContB,frontal_pole,ContB,frontal,fs8_thickness_kong200_17,Cont,impaired_like
rh_17networks_RH_ContC_FPole,-0.33499963647026304,-0.33499963647026304,-0.33499963647026304,100,RH,ContC,frontal_pole,ContC,frontal,fs8_thickness_kong200_17,Cont,impaired_like
rh_17networks_RH_ContC_FrMed,-0.7286482721161701,-0.7286482721161701,-0.7286482721161701,100,RH,ContC,medial_frontal,ContC,frontal,fs8_thickness_kong200_17,Cont,impaired_like
rh_17networks_RH_ContB_IPL_1,-0.7126630394840443,-0.7126630394840443,-0.7126630394840443,100,RH,ContB,inferior_parietal,ContB,parietal,fs8_thickness_kong200_17,Cont,impaired_like
rh_17networks_RH_ContB_OFC_1,-0.3706337041943012,-0.3706337041943012,-0.3706337041943012,100,RH,ContB,orbitofrontal,ContB,frontal,fs8_thickness_kong200_17,Cont,impaired_like
rh_17networks_RH_ContA_OFC,-0.412819859150679,-0.412819859150679,-0.412819859150679,100,RH,ContA,orbitofrontal,ContA,frontal,fs8_thickness_kong200_17,Cont,impaired_like
