roi,coef,t,mean_z,n,hemisphere,roi_group,anatomical_group,network,lobe,group_source,network_7_like,target_group
CC_Mid_Posterior,-0.3668554305475392,-0.3668554305475392,-0.3668554305475392,100,,corpus_callosum,corpus_callosum,,,fs8_subcortical_volume,,impaired_like
CC_Central,-0.5218221967836836,-0.5218221967836836,-0.5218221967836836,100,,corpus_callosum,corpus_callosum,,,fs8_subcortical_volume,,impaired_like
CC_Mid_Anterior,-0.38329619862138486,-0.38329619862138486,-0.38329619862138486,100,,corpus_callosum,corpus_callosum,,,fs8_subcortical_volume,,impaired_like
CC_Anterior,-0.5532534982420187,-0.5532534982420187,-0.5532534982420187,100,,corpus_callosum,corpus_callosum,,,fs8_subcortical_volume,,impaired_like
BrainSegVol,-0.039677297232081965,-0.039677297232081965,-0.039677297232081965,100,,global_brain_volume,global_brain_volume,,,fs8_subcortical_volume,,impaired_like
lhCortexVol,-0.5870713212327446,-0.5870713212327446,-0.5870713212327446,100,,global_brain_volume,global_brain_volume,,,fs8_subcortical_volume,,impaired_like
rhCortexVol,-0.5979389935153688,-0.5979389935153688,-0.5979389935153688,100,,global_brain_volume,global_brain_volume,,,fs8_subcortical_volume,,impaired_like
CortexVol,-0.5950008295263112,-0.5950008295263112,-0.5950008295263112,100,,global_brain_volume,global_brain_volume,,,fs8_subcortical_volume,,impaired_like
lhCerebralWhiteMatterVol,-0.18283550553280503,-0.18283550553280503,-0.18283550553280503,100,,global_brain_volume,global_brain_volume,,,fs8_subcortical_volume,,impaired_like
rhCerebralWhiteMatterVol,-0.15214978276865146,-0.15214978276865146,-0.15214978276865146,100,,global_brain_volume,global_brain_volume,,,fs8_subcortical_volume,,impaired_like
CerebralWhiteMatterVol,-0.16788204245187915,-0.16788204245187915,-0.16788204245187915,100,,global_brain_volume,global_brain_volume,,,fs8_subcortical_volume,,impaired_like
SubCortGrayVol,-0.4823306990833642,-0.4823306990833642,-0.4823306990833642,100,,global_brain_volume,global_brain_volume,,,fs8_subcortical_volume,,impaired_like
TotalGrayVol,-0.5462303616309392,-0.5462303616309392,-0.5462303616309392,100,,global_brain_volume,global_brain_volume,,,fs8_subcortical_volume,,impaired_like
SupraTentorialVol,-0.038214184776193136,-0.038214184776193136,-0.038214184776193136,100,,global_brain_volume,global_brain_volume,,,fs8_subcortical_volume,,impaired_like
SupraTentorialVolNotVent,-0.4345605781133206,-0.4345605781133206,-0.4345605781133206,100,,global_brain_volume,global_brain_volume,,,fs8_subcortical_volume,,impaired_like
MaskVol,0.016751873285837018,0.016751873285837018,0.016751873285837018,100,,global_brain_volume,global_brain_volume,,,fs8_subcortical_volume,,impaired_like
BrainSegVol-to-eTIV,-0.3892504630089275,-0.3892504630089275,-0.3892504630089275,100,,global_brain_volume,global_brain_volume,,,fs8_subcortical_volume,,impaired_like
MaskVol-to-eTIV,-0.1406618569138131,-0.1406618569138131,-0.1406618569138131,100,,global_brain_volume,global_brain_volume,,,fs8_subcortical_volume,,impaired_like
lhSurfaceHoles,0.4141988998549928,0.4141988998549928,0.4141988998549928,100,,surface_qc,surface_qc,,,fs8_subcortical_volume,,impaired_like
rhSurfaceHoles,0.3046328506499024,0.3046328506499024,0.3046328506499024,100,,surface_qc,surface_qc,,,fs8_subcortical_volume,,impaired_like
SurfaceHoles,0.4321064845007219,0.4321064845007219,0.4321064845007219,100,,surface_qc,surface_qc,,,fs8_subcortical_volume,,impaired_like
EstimatedTotalIntraCranialVol,0.050353811525516,0.050353811525516,0.050353811525516,100,,global_brain_volume,global_brain_volume,,,fs8_subcortical_volume,,impaired_like
SegmentedTotalIntracranialVol,-0.01638188082906371,-0.01638188082906371,-0.01638188082906371,100,,global_brain_volume,global_brain_volume,,,fs8_subcortical_volume,,impaired_like
